RowNumber,CustomerId,Surname,CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Cat_Geography_France,Cat_Geography_Germany,Cat_Geography_Spain
7050,15597709,Hornung,211,0,21,6,5603,1,1,0,8818,1,1,0,0
7051,15720529,Schiavone,200,1,11,6,0,1,1,1,5452,0,1,0,0
7052,15596797,Barnet,252,1,25,1,0,1,1,1,7320,0,0,0,1
7053,15681755,Dennys,214,0,14,5,0,1,1,1,2065,0,1,0,0
7054,15815271,Ritchie,364,1,25,6,5936,2,1,0,841,1,0,1,0
7055,15682860,Lo,378,1,20,6,0,1,0,0,5243,0,0,0,1
7056,15621546,Yuriev,229,0,15,9,3881,0,1,1,9620,0,1,0,0
7057,15705918,Howarth,334,1,13,8,0,1,1,1,2943,0,1,0,0
7058,15684512,Gibson,427,0,54,8,4498,1,1,1,3156,0,0,1,0
7059,15671769,Zikoranachidimma,233,0,53,4,6072,2,1,1,3649,1,1,0,0
7060,15642934,Mason,278,0,17,4,2220,1,1,0,8737,0,0,1,0
7061,15594305,Rizzo,321,0,14,1,0,1,1,0,92,0,1,0,0
7062,15789201,Thomson,212,0,17,9,5178,0,1,0,8149,0,0,1,0
7063,15706762,Ignatyev,206,0,23,4,5187,1,1,1,2561,0,1,0,0
7064,15766183,Ferguson,189,1,58,2,4126,1,1,1,2531,0,0,1,0
7065,15777994,Woods,327,0,21,3,0,1,1,1,7296,0,1,0,0
7066,15568162,Sung,136,1,35,8,0,0,1,1,2535,0,0,0,1
7067,15680643,Lo,338,0,24,1,0,1,1,1,7509,0,0,0,1
7068,15761854,Burn,355,0,6,4,0,0,0,1,4720,0,1,0,0
7069,15730793,Russell,308,0,36,3,2446,0,1,1,7801,1,0,1,0
7070,15692137,Jen,368,0,28,2,0,0,1,1,6945,0,1,0,0
7071,15608595,Lo Duca,357,0,21,3,5732,0,0,1,4886,0,1,0,0
7072,15709459,Oluchi,307,0,45,5,0,0,1,1,8668,0,0,0,1
7073,15775750,Yao,295,1,19,9,4444,0,1,0,1361,0,1,0,0
7074,15585855,Gould,288,1,22,1,0,0,1,1,838,0,1,0,0
7075,15752139,Salter,291,1,18,5,365,1,1,0,1816,0,0,1,0
7076,15768295,Warner,387,0,16,7,2334,0,0,1,5657,0,1,0,0
7077,15766906,Salier,351,0,7,4,4252,1,1,0,6513,0,1,0,0
7078,15725776,Lazar,258,1,6,7,1667,0,0,0,6682,0,0,1,0
7079,15682576,Onyenachiya,372,1,49,1,5391,1,0,1,5340,0,1,0,0
7080,15704081,Findlay,204,1,12,9,4148,1,1,1,2856,0,0,1,0
7081,15719940,Gibbons,237,0,33,10,2804,1,0,0,633,1,0,1,0
7082,15672894,McCawley,234,0,18,8,4095,1,0,0,9940,0,1,0,0
7083,15667451,Taylor,342,1,18,5,0,1,1,1,5479,0,1,0,0
7084,15636767,Yang,274,0,14,10,0,0,1,1,1106,0,0,0,1
7085,15571415,Okwudiliolisa,414,1,38,6,5488,0,1,0,2280,1,0,1,0
7086,15575605,Napolitano,334,1,20,6,0,1,1,1,7935,0,1,0,0
7087,15649160,Vavilov,163,0,20,3,4742,0,1,1,9696,0,1,0,0
7088,15615832,Teague,284,0,17,8,5666,0,0,1,1722,0,0,0,1
7089,15600975,Chiemenam,165,0,36,4,5413,0,1,0,7848,1,1,0,0
7090,15690772,Hughes,244,0,30,2,0,1,1,1,6849,0,0,0,1
7091,15565714,Cattaneo,210,1,29,1,222,1,0,1,4839,0,1,0,0
7092,15763108,Davis,209,1,35,7,2056,0,1,0,4688,1,0,1,0
7093,15723884,Nekrasova,367,1,22,3,0,1,0,0,4822,0,0,0,1
7094,15644453,Loggia,215,0,23,4,4301,0,1,0,7824,1,0,1,0
7095,15655464,Combes,249,0,49,3,0,0,0,1,2103,0,1,0,0
7096,15783883,Onwuka,362,0,20,1,2986,0,1,0,6124,1,0,1,0
7097,15787693,Kharlamov,168,1,20,3,5190,0,1,0,2774,1,0,0,1
7098,15664793,Scott,363,0,32,7,5246,1,0,1,7573,0,0,0,1
7099,15642391,Lettiere,230,1,33,4,2369,0,0,0,8894,1,0,1,0
7100,15756538,Osonduagwuike,263,0,19,5,0,0,0,1,3541,0,1,0,0
7101,15668830,Wan,259,1,6,8,2275,0,1,0,5246,0,0,0,1
7102,15796569,Donaldson,440,0,26,10,0,0,0,1,2328,0,0,0,1
7103,15677112,Chukwufumnanya,128,1,21,2,2609,1,1,0,4876,0,1,0,0
7104,15815040,Ma,161,0,24,8,1829,0,0,1,9342,1,0,1,0
7105,15590434,Alexander,186,1,23,4,943,0,0,1,6791,0,0,0,1
7106,15597536,Nkemjika,185,1,27,5,4369,0,0,0,6792,0,0,0,1
7107,15723989,Carroll,255,1,22,5,1170,1,1,1,8985,0,1,0,0
7108,15767358,Obioma,320,0,27,1,1409,1,1,0,2480,0,0,1,0
7109,15594812,Campbell,415,0,19,2,4669,1,0,1,3725,0,0,0,1
7110,15688210,Sims,279,0,21,8,1711,0,0,0,4461,0,1,0,0
7111,15681509,McKay,288,0,10,9,0,1,0,1,3050,0,0,0,1
7112,15572390,Huang,459,0,21,6,0,1,1,0,5214,0,0,0,1
7113,15801441,Campbell,279,0,17,2,568,0,0,1,9932,0,0,1,0
7114,15783859,Boni,342,0,6,3,5861,0,1,1,486,0,1,0,0
7115,15575243,Gorbunova,373,0,21,1,4011,1,1,1,9386,0,1,0,0
7116,15773421,Genovese,282,0,24,4,0,1,1,0,6090,0,1,0,0
7117,15788776,Landor,197,1,31,6,4297,2,1,0,1787,1,0,1,0
7118,15765257,Meng,173,1,13,5,3329,0,1,1,1009,1,0,0,1
7119,15661412,Wardell,324,1,14,8,6155,0,1,0,9352,0,1,0,0
7120,15636478,Williams,230,1,13,7,4577,0,1,1,7466,0,1,0,0
7121,15603683,Ofodile,405,0,5,3,5232,1,0,0,6289,0,0,0,1
7122,15651868,Clark,281,1,16,6,0,0,0,0,1118,0,1,0,0
7123,15815443,Lo,136,0,28,10,4204,0,1,0,2696,0,0,0,1
7124,15682686,Chukwuemeka,331,0,20,3,0,1,0,1,8388,0,1,0,0
7125,15697460,Lai,205,1,16,4,1542,1,0,1,256,0,0,1,0
7126,15748432,Arcuri,355,0,14,4,0,1,1,1,3603,0,1,0,0
7127,15698271,Graham,132,0,8,4,0,1,1,0,9279,0,1,0,0
7128,15808662,Krylov,233,1,26,3,0,1,1,0,4406,0,1,0,0
7129,15690372,Henry,162,1,20,1,6232,1,1,0,9241,0,0,0,1
7130,15781875,Jamieson,459,1,15,3,1619,1,1,1,6847,0,0,0,1
7131,15801473,Moore,208,1,15,2,84,1,1,0,4248,0,0,1,0
7132,15704509,Tan,101,1,17,8,3280,0,0,0,4265,0,1,0,0
7133,15694666,Thornton,316,1,30,8,919,0,1,1,6011,1,0,0,1
7134,15731166,Macleod,352,0,12,1,3817,0,1,1,6972,0,1,0,0
7135,15728523,Rizzo,131,1,23,5,5082,0,1,1,742,0,1,0,0
7136,15788442,Chukwukadibia,290,0,39,2,6121,0,0,1,6628,0,0,0,1
7137,15689781,Ts'ai,435,0,31,0,0,0,0,0,8947,1,1,0,0
7138,15764226,Lu,239,0,10,8,2071,0,1,1,1004,0,0,1,0
7139,15809837,Kent,39,0,48,6,4505,1,1,1,8640,1,0,1,0
7140,15805212,Black,415,0,49,1,0,1,0,1,5218,0,1,0,0
7141,15716082,Chukwubuikem,312,1,21,6,5545,0,0,0,9202,0,0,0,1
7142,15643056,McMillan,364,0,20,1,664,0,0,1,525,0,0,1,0
7143,15654859,Ngozichukwuka,221,0,45,2,4216,1,1,0,6128,1,0,0,1
7144,15761158,Y?an,328,0,36,7,0,1,1,1,6266,0,1,0,0
7145,15577515,Sung,163,0,37,0,2243,0,0,1,7024,1,0,1,0
7146,15723827,Macartney,292,1,12,4,2766,0,0,0,9172,0,1,0,0
7147,15646594,Ali,358,1,23,5,127,0,1,1,3026,0,1,0,0
7148,15712877,Morley,333,1,18,1,0,1,1,0,2570,0,0,0,1
7149,15598802,Martin,379,1,12,8,0,1,0,1,2491,0,0,0,1
7150,15699340,Okorie,289,1,19,4,0,1,1,0,3029,0,1,0,0
7151,15691150,Ku,308,0,14,4,2406,0,1,1,6405,0,1,0,0
7152,15608688,Andreyeva,51,1,16,4,0,1,1,0,3393,0,1,0,0
7153,15737998,Cheng,138,1,28,8,0,0,0,0,6359,1,1,0,0
7154,15735837,Hsia,183,1,18,3,0,1,1,1,421,0,0,0,1
7155,15659100,Lane,214,1,15,9,3931,0,0,0,7434,0,1,0,0
7156,15609070,Findlay,124,1,27,7,3273,2,1,1,1929,1,0,1,0
7157,15650313,Okonkwo,241,1,47,6,4045,0,1,1,4256,0,0,1,0
7158,15627699,Pirogova,167,1,14,10,1948,0,1,0,9491,0,1,0,0
7159,15591010,McDonald,43,1,37,8,2316,1,1,0,4832,1,0,1,0
7160,15798895,Okonkwo,134,0,41,6,106,0,1,0,4157,1,1,0,0
7161,15745375,Nnanna,249,1,5,3,359,0,1,0,8064,0,0,1,0
7162,15775235,Ku,299,0,18,6,2400,0,0,0,4051,0,1,0,0
7163,15780088,Porter,216,1,16,9,4281,0,1,0,8896,0,0,0,1
7164,15649379,Somayina,459,0,28,3,0,1,1,1,9394,0,1,0,0
7165,15713983,Mao,389,1,16,5,1192,1,1,0,8858,0,0,1,0
7166,15709252,Fuller,225,0,10,10,1963,0,0,1,1468,1,0,1,0
7167,15699238,Craig,227,0,22,8,0,1,1,0,3996,0,0,0,1
7168,15732884,Trevisano,285,1,11,7,4242,0,0,0,9452,0,1,0,0
7169,15587297,Ruiz,116,1,15,7,0,1,1,1,4263,0,1,0,0
7170,15684722,Fraser,99,1,16,5,3467,1,0,0,7738,0,1,0,0
7171,15621244,Gallo,287,1,18,0,2144,0,1,1,4214,0,1,0,0
7172,15744273,Waterhouse,246,1,12,6,3443,1,1,0,3258,0,0,1,0
7173,15682540,Cremonesi,211,0,15,8,0,1,1,1,5652,0,1,0,0
7174,15636521,Feng,353,0,12,1,3570,0,1,1,7135,0,0,0,1
7175,15785339,H?,249,0,32,9,3008,1,0,0,4110,0,1,0,0
7176,15638983,Jara,293,0,20,5,4334,0,0,0,6402,0,1,0,0
7177,15654625,Wilson,104,1,21,8,3224,1,1,1,522,0,0,1,0
7178,15697310,O'Callaghan,168,0,10,3,5513,0,0,0,3177,0,0,1,0
7179,15678210,Robson,293,1,20,5,1955,1,1,1,9916,0,1,0,0
7180,15575438,Pease,222,1,24,7,2785,0,1,1,3940,0,1,0,0
7181,15632789,Maclean,403,1,12,8,0,1,1,1,1173,0,1,0,0
7182,15621423,Lavrentyev,345,0,24,7,2977,2,0,0,2054,1,1,0,0
7183,15573520,Rhodes,301,1,31,6,2404,1,0,1,5390,0,0,1,0
7184,15740458,Murphy,312,1,18,7,4480,0,1,0,7225,0,0,0,1
7185,15762799,Alexander,329,1,5,0,6297,1,1,1,5227,0,0,1,0
7186,15686885,Nekrasov,386,1,26,3,3631,1,0,1,3973,0,0,1,0
7187,15565996,Arnold,262,1,26,8,0,1,1,1,7748,0,1,0,0
7188,15662152,Trevisan,161,0,20,9,4414,0,0,0,2855,0,1,0,0
7189,15711742,Mason,317,0,16,4,0,0,1,1,3114,0,1,0,0
7190,15701885,Tucker,256,0,22,9,0,1,0,1,4613,0,1,0,0
7191,15774262,Hobson,206,1,34,8,737,1,1,1,8052,0,0,1,0
7192,15567839,Gordon,110,1,24,9,2753,0,0,1,4565,0,1,0,0
7193,15644400,Anderson,318,1,26,9,3974,0,1,0,5875,0,1,0,0
7194,15797246,Terry,230,0,16,2,1048,1,1,0,2188,0,0,1,0
7195,15778290,Lappin,408,1,52,8,321,0,1,1,1797,0,1,0,0
7196,15708714,Santiago,284,0,15,6,0,1,1,0,1666,0,1,0,0
7197,15586183,Wallace,170,0,17,5,0,1,1,0,2959,0,1,0,0
7198,15761733,King,316,0,24,10,0,1,1,1,7674,0,1,0,0
7199,15773934,Fang,279,1,15,6,906,0,1,0,3327,0,1,0,0
7200,15705343,May,258,0,14,7,0,0,1,0,1434,0,0,0,1
7201,15593959,Travis,133,1,10,1,1163,0,1,1,2530,0,1,0,0
7202,15664615,Nnachetam,298,0,12,5,4576,0,1,1,2049,1,0,1,0
7203,15671014,Zhdanova,182,0,54,8,1495,0,1,1,4817,0,0,0,1
7204,15657778,Jefferson,266,1,15,1,757,1,0,0,5213,0,1,0,0
7205,15585192,Cremonesi,295,1,21,10,4552,0,0,0,4460,0,0,0,1
7206,15592914,Fang,292,0,11,9,0,1,1,1,2389,0,1,0,0
7207,15770995,Sinclair,362,0,29,1,4181,0,1,0,9859,0,0,1,0
7208,15570990,Begley,129,0,12,4,5153,1,0,0,7288,0,0,0,1
7209,15596165,Degtyarev,156,1,7,4,1445,1,1,1,2559,0,0,1,0
7210,15788131,Atkins,262,1,29,6,0,0,1,0,2483,1,1,0,0
7211,15800773,Ikenna,257,0,10,9,1740,0,1,1,7886,0,0,0,1
7212,15690153,Sun,248,0,19,4,2878,1,0,1,9101,0,1,0,0
7213,15638989,Lettiere,320,0,7,5,6309,0,0,0,2511,1,1,0,0
7214,15623210,Smith,93,0,37,8,5385,2,0,0,6901,1,0,1,0
7215,15652658,Finch,330,1,18,1,5648,1,1,1,2427,0,1,0,0
7216,15684440,Monaldo,157,1,14,2,1511,0,1,1,2751,0,0,1,0
7217,15730287,Ugonna,288,1,23,8,5288,2,1,0,8633,1,1,0,0
7218,15720353,Chiang,162,1,23,1,0,1,1,0,4525,0,1,0,0
7219,15767231,Sun,366,1,18,7,5123,0,0,0,6567,0,1,0,0
7220,15761554,Blackburn,190,1,36,4,958,0,0,0,286,1,1,0,0
7221,15706637,Chang,327,1,22,9,0,1,0,0,6098,0,0,0,1
7222,15690492,Palermo,234,1,23,6,1421,1,1,0,2820,0,1,0,0
7223,15694237,McEwan,353,1,21,4,1247,0,1,0,953,0,0,0,1
7224,15729771,Davide,408,1,13,9,5623,0,0,1,4414,1,0,1,0
7225,15609823,Chieloka,360,0,16,8,3822,1,0,0,21,0,0,0,1
7226,15793366,Humphreys,390,1,17,7,1115,1,1,1,8681,0,0,1,0
7227,15614813,Cocci,386,0,28,0,2141,0,1,0,22,0,0,1,0
7228,15566495,Hanson,313,0,6,2,0,0,1,0,1742,1,0,0,1
7229,15707602,Macleod,148,0,29,2,3847,1,1,1,8332,1,1,0,0
7230,15635244,Ritchie,325,0,11,6,0,1,1,1,4946,0,1,0,0
7231,15805627,Nebechukwu,279,1,19,2,0,1,1,1,2657,0,1,0,0
7232,15607986,Nnamutaezinwa,164,1,22,10,4826,0,1,1,5310,0,1,0,0
7233,15799785,Ikemefuna,288,0,12,4,513,0,1,1,6073,0,0,1,0
7234,15699963,Scott,180,1,20,1,3323,0,1,1,7756,0,1,0,0
7235,15624595,Chiang,121,0,17,5,3622,0,1,1,920,0,0,0,1
7236,15629750,Artyomova,306,1,17,5,4329,0,1,0,3208,0,1,0,0
7237,15651460,Hsieh,33,1,16,7,0,0,1,1,804,0,0,0,1
7238,15753550,Levien,293,0,25,7,0,1,1,0,6577,0,1,0,0
7239,15594133,Erskine,306,1,44,7,0,0,1,0,6483,1,0,0,1
7240,15772329,Fiorentino,189,1,27,8,1858,0,1,0,2315,1,0,1,0
7241,15591552,Okonkwo,209,0,14,7,1504,0,1,0,6673,0,1,0,0
7242,15750921,Monds,130,1,19,5,2019,1,1,1,4240,0,1,0,0
7243,15701687,Campbell,273,1,26,7,494,2,0,0,2830,1,0,0,1
7244,15728906,Ibekwe,243,1,59,5,0,1,1,1,8076,0,1,0,0
7245,15670029,Marcelo,54,0,15,7,0,1,1,0,6152,0,1,0,0
7246,15763579,Castro,311,0,18,2,1977,1,1,1,2595,0,0,1,0
7247,15728010,Capon,94,1,19,5,0,1,0,1,8494,0,1,0,0
7248,15663194,Voronova,191,0,22,3,2384,0,1,1,9580,1,0,1,0
7249,15736510,Loggia,214,0,39,2,0,2,1,0,3312,1,0,0,1
7250,15745804,Law,237,1,7,7,0,1,1,1,9781,0,1,0,0
7251,15631451,Grant,213,0,10,6,0,1,1,1,3428,0,0,0,1
7252,15746995,Greco,333,1,13,9,4706,0,1,0,648,0,0,1,0
7253,15730673,Dietz,176,1,22,7,3400,0,1,0,6961,0,0,1,0
7254,15734649,Martel,388,0,37,0,4347,0,1,0,1122,1,0,0,1
7255,15701081,Jarvis,394,1,18,2,0,0,0,1,3054,0,1,0,0
7256,15632503,Meng,172,0,14,0,5327,0,1,0,9573,1,1,0,0
7257,15585928,Hay,430,0,13,2,291,0,1,1,1238,0,0,1,0
7258,15648681,Voronoff,356,0,29,5,4825,3,0,1,6516,1,1,0,0
7259,15747757,Trevascus,209,0,40,8,3101,0,0,0,326,1,0,1,0
7260,15718921,Ho,234,1,14,7,2114,0,1,1,6764,0,0,0,1
7261,15571081,Hansen,382,0,23,7,6312,0,1,1,2836,0,1,0,0
7262,15734578,Craig,335,0,35,1,2651,0,0,1,1405,0,1,0,0
7263,15579583,Hall,250,0,22,4,1657,0,1,1,2533,0,0,0,1
7264,15622729,Sun,258,0,28,2,0,1,1,1,3311,0,1,0,0
7265,15662189,Durant,43,1,15,3,0,0,1,1,140,0,0,0,1
7266,15692718,Jackson,347,0,20,7,0,1,0,0,3435,0,1,0,0
7267,15762716,Chigozie,371,0,42,10,6041,0,1,0,1536,1,0,0,1
7268,15724851,Farmer,116,1,13,9,2502,0,1,0,7545,0,0,1,0
7269,15587266,Douglas,215,0,9,6,6111,0,0,1,5594,0,0,1,0
7270,15675926,Ardis,264,1,16,7,3041,0,1,0,2507,1,0,1,0
7271,15706268,Smith,306,1,33,1,5300,0,1,1,2628,0,0,1,0
7272,15581871,Butler,113,1,24,7,4188,1,1,1,7528,0,0,1,0
7273,15666166,Pettry,262,0,56,0,3306,0,1,1,8019,0,1,0,0
7274,15671582,John,269,1,20,6,2359,0,1,1,7749,0,0,0,1
7275,15680901,Potter,261,0,16,6,1403,1,1,1,5239,0,1,0,0
7276,15642336,Shaw,278,0,24,9,0,1,0,0,6805,0,1,0,0
7277,15653147,Boyle,203,1,17,2,4394,0,1,1,3240,0,1,0,0
7278,15571284,Elmore,365,1,14,0,2330,1,1,1,2763,0,0,1,0
7279,15591360,Udinesi,251,0,15,4,775,1,0,1,2965,0,1,0,0
7280,15810485,Sun,95,1,19,1,1680,0,0,0,2514,0,0,1,0
7281,15611973,Tuan,413,1,37,7,0,1,1,1,5949,0,1,0,0
7282,15735572,Lawrence,238,1,41,9,2663,0,1,1,5862,1,1,0,0
7283,15567860,Burrows,190,0,26,7,6306,1,1,0,2196,1,0,0,1
7284,15795690,Shao,276,1,13,3,1545,0,1,1,9474,0,1,0,0
7285,15706464,White,276,1,17,4,1417,1,0,0,2824,0,0,0,1
7286,15725028,Chialuka,288,1,11,3,0,1,1,1,3152,0,1,0,0
7287,15751167,Toscano,289,0,25,4,0,1,1,1,2898,0,1,0,0
7288,15633944,McKay,253,1,14,3,4578,0,1,1,716,0,0,0,1
7289,15672637,Voronkov,180,0,12,4,810,0,1,0,7283,0,1,0,0
7290,15680895,Sal,236,0,17,7,0,0,1,0,9373,0,0,0,1
7291,15793825,Ikechukwu,145,1,21,4,0,1,1,0,1331,0,1,0,0
7292,15611318,Kruglova,208,1,15,4,83,0,1,0,5601,1,0,0,1
7293,15768474,Clements,353,1,16,3,0,1,1,0,1335,0,0,0,1
7294,15716276,Kennedy,318,0,16,2,2507,0,1,0,2813,0,1,0,0
7295,15623668,Johnson,262,1,13,2,5629,1,0,0,1225,0,0,1,0
7296,15696361,Chung,257,1,13,7,3709,0,0,1,6519,0,0,1,0
7297,15607988,Garland,272,0,19,8,5653,0,1,0,5946,0,0,1,0
7298,15637891,Docherty,222,0,25,4,4871,0,0,1,995,0,0,1,0
7299,15789865,Nnaife,229,1,10,9,356,0,0,1,9502,0,1,0,0
7300,15627190,Lettiere,270,1,33,6,5236,0,1,1,3380,0,1,0,0
7301,15788224,Sanderson,278,1,27,1,3563,0,0,0,5564,0,0,1,0
7302,15702149,Fomin,376,0,15,1,5114,0,1,1,6651,0,0,1,0
7303,15708236,Wright,100,0,54,6,1050,0,1,1,359,0,1,0,0
7304,15568469,Buckley,262,1,25,0,0,1,1,0,1374,0,1,0,0
7305,15764444,Pan,288,1,40,8,3726,1,1,1,4355,0,0,1,0
7306,15794204,Manna,296,1,10,7,2204,0,1,1,1347,0,1,0,0
7307,15807546,Chinwendu,446,0,20,2,0,1,1,1,2260,0,1,0,0
7308,15782159,Ndubuagha,459,1,10,8,266,1,1,1,9701,0,1,0,0
7309,15618703,White,272,0,35,6,5418,0,0,1,7597,1,0,0,1
7310,15793317,Hale,156,0,4,7,4907,0,1,0,5923,0,0,0,1
7311,15740487,Ross,236,0,23,6,0,2,1,1,6967,1,1,0,0
7312,15722479,Ikenna,316,1,19,1,0,1,0,1,312,0,1,0,0
7313,15688264,Nkemdilim,238,0,25,0,0,1,1,1,2011,0,1,0,0
7314,15583067,McMillan,296,0,18,4,1382,0,0,1,3133,0,1,0,0
7315,15686670,Duke,197,0,18,2,0,1,1,0,4618,1,1,0,0
7316,15593345,Bradbury,111,0,15,6,3671,1,1,1,7937,0,0,1,0
7317,15811690,Bayley,402,1,36,2,4006,0,0,0,912,1,0,1,0
7318,15734008,Bartlett,336,1,41,5,5537,0,1,0,3555,1,0,1,0
7319,15771856,Cremin,241,0,14,1,0,1,1,0,962,0,0,0,1
7320,15762045,Gilchrist,83,0,19,5,4999,1,1,1,5570,0,0,1,0
7321,15778142,Shih,459,0,13,1,4107,1,1,1,235,0,0,1,0
7322,15689268,Fitzpatrick,193,1,18,9,0,0,1,1,5317,0,1,0,0
7323,15721507,Pagan,322,0,14,1,2963,0,0,0,7512,1,1,0,0
7324,15750476,Hendrick,351,1,6,8,0,1,1,0,217,0,0,0,1
7325,15810723,Sanderson,216,0,21,10,0,2,1,0,6662,1,1,0,0
7326,15787229,Samsonova,370,0,16,2,0,1,1,0,3030,0,0,0,1
7327,15570508,Azubuike,209,1,31,7,996,0,1,0,4560,0,1,0,0
7328,15617065,Pan,259,1,24,4,6335,0,1,0,8543,1,0,0,1
7329,15689786,Massie,459,1,38,1,6056,0,0,0,7796,1,0,1,0
7330,15648876,Sandover,110,0,16,5,0,0,1,0,1346,0,1,0,0
7331,15802106,Craig,27,1,16,8,5679,0,1,0,7732,0,1,0,0
7332,15773869,Onwudiwe,406,1,41,4,4034,0,1,1,4687,0,0,0,1
7333,15711635,Chu,397,0,24,6,4735,1,1,0,3207,0,0,1,0
7334,15795527,Zetticci,308,1,25,2,4564,1,1,0,4121,0,0,0,1
7335,15759133,Vaguine,225,1,0,6,0,1,1,1,1338,0,1,0,0
7336,15679394,Owen,260,0,23,4,25,0,1,1,5264,0,1,0,0
7337,15801072,Hurst,263,0,10,7,0,1,1,0,7596,0,1,0,0
7338,15646082,Harding,285,0,16,8,698,0,1,0,4583,1,1,0,0
7339,15796111,Smith,317,0,36,8,5147,0,0,1,6282,1,0,1,0
7340,15670646,Moore,108,0,24,0,5263,0,1,1,746,1,0,0,1
7341,15578722,Bradley,298,1,21,4,0,1,1,0,9788,0,1,0,0
7342,15815095,Burfitt,459,1,36,7,2212,1,0,0,1172,1,0,0,1
7343,15730360,Mackenzie,111,1,12,4,0,1,1,1,3293,0,1,0,0
7344,15763194,Milanesi,252,1,16,7,0,1,0,1,5002,0,1,0,0
7345,15720725,Shubin,371,1,10,2,0,1,1,0,8382,0,1,0,0
7346,15567834,Nieves,328,1,31,5,2023,0,1,1,803,0,1,0,0
7347,15720644,Martin,398,1,9,6,0,1,1,0,5194,0,1,0,0
7348,15811742,Jen,162,1,24,7,0,1,1,0,384,0,0,0,1
7349,15813363,Woods,57,1,7,2,0,1,0,0,4782,0,0,0,1
7350,15717629,Docherty,241,1,24,6,155,1,0,1,7445,0,0,1,0
7351,15713160,Lin,278,1,7,7,5726,1,1,0,6237,0,0,0,1
7352,15568878,Cheng,263,1,16,5,0,1,1,0,7964,0,0,0,1
7353,15809800,Korovina,335,0,20,4,0,1,0,0,344,0,1,0,0
7354,15736420,Macdonald,205,1,3,4,6369,1,0,1,9853,1,1,0,0
7355,15757933,Hardy,342,0,12,1,1749,0,1,0,1060,0,0,1,0
7356,15623072,Shaw,138,0,17,5,0,1,1,0,2781,0,0,0,1
7357,15683993,Knight,102,0,19,8,5020,1,1,0,7942,0,1,0,0
7358,15570947,Bruny,224,0,11,7,5042,1,1,1,6350,0,0,0,1
7359,15797767,Ikedinachukwu,209,0,31,6,0,0,0,1,7443,1,1,0,0
7360,15731989,Moran,275,1,18,4,3218,1,1,0,1650,0,1,0,0
7361,15591035,Macleod,253,1,36,6,0,0,0,1,4224,0,0,0,1
7362,15586479,Yin,301,0,18,4,0,0,1,0,9287,1,1,0,0
7363,15605872,Felix,316,1,55,6,256,0,1,1,3106,0,1,0,0
7364,15666012,Rippey,212,1,22,4,1785,1,1,1,1911,0,1,0,0
7365,15641733,Mishina,280,0,16,5,5927,0,1,0,5558,0,1,0,0
7366,15593178,Graham,177,0,18,10,5584,0,1,1,2646,1,0,0,1
7367,15649183,Johnston,207,0,17,8,0,2,0,1,4415,0,0,0,1
7368,15736399,Korovin,215,1,24,10,0,1,1,0,8906,0,0,0,1
7369,15751137,Lei,459,0,18,3,6044,0,1,0,8706,0,0,1,0
7370,15757188,Chimaijem,253,0,8,4,5576,1,1,1,4116,0,0,0,1
7371,15726167,Scott,264,1,19,4,0,1,1,1,7145,0,1,0,0
7372,15624850,Grant,459,1,12,10,5599,1,1,0,3109,0,1,0,0
7373,15717700,McIntyre,292,1,16,9,2751,1,0,1,1233,0,0,0,1
7374,15716347,Griffin,272,1,19,7,5059,1,0,1,8813,0,0,1,0
7375,15696287,Converse,291,0,20,1,2916,0,1,1,2445,1,0,1,0
7376,15638871,Ch'ang,248,1,59,6,618,1,1,1,2747,0,1,0,0
7377,15765093,Coates,313,1,5,6,5982,0,1,1,7794,0,1,0,0
7378,15592999,Reid,300,0,22,0,2829,0,1,1,2991,0,1,0,0
7379,15641715,Ts'ui,208,1,16,8,0,1,1,1,8702,0,1,0,0
7380,15607746,Belstead,182,0,18,1,0,0,1,1,2804,0,1,0,0
7381,15625311,Dickinson,198,0,23,7,1121,0,1,1,5059,0,0,1,0
7382,15573077,Nwora,229,0,7,8,4951,0,1,1,3655,1,0,1,0
7383,15735106,Bishop,256,1,10,6,5397,1,1,0,5119,0,0,0,1
7384,15672912,Loggia,346,0,21,7,4105,1,0,0,2719,1,0,0,1
7385,15589881,Rowe,243,0,23,7,0,1,1,1,6588,0,1,0,0
7386,15660144,Balashov,269,1,20,4,0,1,0,0,4392,0,1,0,0
7387,15664083,Ulyanova,275,0,19,2,5766,0,0,1,4669,0,0,1,0
7388,15690898,Bogolyubova,305,1,26,8,5863,0,0,0,3739,0,1,0,0
7389,15808023,Remington,445,0,11,9,4376,0,1,1,7715,0,1,0,0
7390,15676909,Mishin,276,0,16,5,0,1,1,0,8191,0,0,0,1
7391,15764922,Tu,205,1,2,3,6291,0,1,0,5183,0,0,0,1
7392,15766734,Castiglione,39,1,13,5,0,0,1,0,4801,0,1,0,0
7393,15795079,Nnaife,205,1,49,6,0,1,1,1,6941,0,0,0,1
7394,15757434,Yang,208,1,10,7,3179,0,0,0,1523,0,1,0,0
7395,15673747,Ayers,128,0,4,8,0,0,0,1,8361,0,1,0,0
7396,15808386,Cocci,330,0,27,7,4730,0,0,0,2940,1,0,1,0
7397,15603565,Mackenzie,212,0,38,5,1026,1,1,0,8101,1,0,0,1
7398,15744044,Fiorentini,181,1,29,4,1541,0,1,0,9815,1,0,1,0
7399,15577771,Akabueze,62,0,22,1,2491,0,1,1,6031,1,0,1,0
